gt_id,speed_kmh_mean,speed_kmh_median,speed_kmh_max,n_samples
1,43.55267623494199,18.283772617578517,34.18244183063504,22
2,44.352681838016196,19.656658619642354,31.895228326320623,22
3,43.332117726133504,18.296926170587525,32.181173264980295,20
4,50.158519536579554,20.1574659347534,34.83800321817395,17
5,51.1497307911228,20.51215521991251,36.884405314922304,18
6,44.426081859257046,18.774590045213685,32.680222392082186,19
7,45.86381126183628,19.025269299745545,37.16781020164487,20
8,45.352715865485095,18.440035432577332,61.1729103326797,20
9,50.201096620405046,20.682411789894545,33.98611217737195,19
10,47.514984062210715,20.37070088088509,34.541839063166776,20
11,48.867008081156804,22.669595405459376,38.86336863041007,18
12,52.64625520572651,22.283543720841372,36.95527195930396,18
13,57.120864455088494,25.734172761440828,38.97807598114097,15
14,46.75045597942142,19.536057785153808,31.10297620296407,18
15,57.032498259363756,26.554563939571338,69.25491571426232,18
16,46.548963198482795,20.247485563158428,31.772047877312385,18
17,53.37094161334577,22.319272756576012,38.7323749065373,18
18,50.81881545841818,20.49489855766256,45.80194294452358,18
19,43.686198466229854,19.786296486854972,31.956731379029982,20
20,54.72670614331743,23.047471046448244,38.763855993745096,18
22,58.314162908874266,25.65161436796243,39.823827445504364,16
24,46.53468518523634,19.329461976885355,34.94271665811613,18
25,48.39099678409471,21.253257617353935,33.76776427030636,18
26,53.82557678226213,23.038969784974505,37.10042238235223,18
27,47.117166730735946,20.055210739373713,33.16616088152003,18
28,53.410930400385006,22.612204179167314,37.97978192567906,16
29,48.44709252613992,20.423324480653246,35.64592480659245,18
30,53.359274852163196,21.680080220103726,38.897416591638205,18
31,52.28450401844085,23.32976818084352,36.243638992310345,17
32,1.5201904764939733,0.4684688849374752,4.678565114737488,541
33,15.81699574632487,6.633848547936806,13.405938148496439,53
34,17.56798169663743,7.128184027969487,13.687985837462287,6
35,21.59833029102674,8.920518234373914,48.113089799873464,46
36,25.74122460338557,9.739078134296802,55.99075913428385,37
37,22.98459904546502,9.760164320469098,22.729841172699683,38
38,21.29051577250303,9.459645934403099,16.90284132957795,46
39,43.025804706495414,18.228281736371052,31.971311867243454,20
40,25.027294960439235,10.418486706912745,17.709746360782333,34
41,36.882887151976924,15.862100645897293,29.465138912196323,24
42,50.57054641419456,21.499041169886098,36.727598011500994,19
43,29.156954729018523,11.754112802446238,21.162602305416502,30
44,30.866692161187746,12.551285773518199,25.639689266686773,29
45,43.928353783652625,18.446462005377334,31.356737315649855,22
46,34.1450936709648,14.063295945522972,26.387773454185176,26
48,52.404875867058344,21.888467073444907,36.50107473134424,18
49,49.81143866374992,21.607564687725507,45.17960608004818,18
50,46.28148166454087,19.301071465016015,31.01698458194248,18
51,43.16910038198063,18.213437050581504,33.42746704816296,20
52,50.43330422731218,25.352153778081213,33.00941526889285,17
53,55.140335546625,23.0315253138588,39.98954504729113,17
54,49.58904562770204,20.48166856170108,35.020766258234275,17
55,48.156221991482646,22.419232651595763,34.933385252959525,18
56,50.05676750202454,21.43582552671859,34.901652038091925,19
57,49.147174932577876,21.34079821407826,33.82159352303224,20
58,48.56414698156781,19.815515801310838,53.44384610652089,22
59,46.56371552294546,18.89493137597742,32.319199740881636,18
60,44.31644216365115,19.04160127044103,31.269809603686216,19
61,53.763397161695515,21.756686121221957,62.14587628840428,19
62,47.011033278749245,17.43789777159418,56.596058607092594,23
63,46.939307399435016,19.857408553362454,34.36396569014279,18
64,46.27629388267327,19.740269780155913,39.891207218163935,21
65,41.85795691334586,16.70383885502554,30.382918417449016,21
66,43.85102611666968,21.03195726871909,35.162266194814904,19
67,45.15517451313192,21.73912703991369,33.97714018822392,22
68,41.871392759608476,17.384847700599316,32.74820297957118,21
69,51.693003432197536,21.672431230549357,34.1759160160965,16
70,46.18189423894392,20.292812883857952,35.02254456281115,20
71,44.52676387361971,19.488425105814045,31.339858174319136,19
72,44.83848582758992,18.530647829178683,42.29530870915301,18
73,46.87779901201546,18.654681891193384,32.87081480024563,21
74,51.04360406594415,21.12899154425088,37.15869605541969,18
75,17.17377122044476,7.542126998301463,12.141937762501271,55
76,18.59587586029311,7.941502220930248,13.561095893385724,46
77,20.940913831410136,9.919572025539464,13.592869341376149,25
78,26.124097374998676,11.821680665018526,22.05458432436428,37
79,19.003952794831186,9.080877453090567,13.946623206141387,25
80,26.438309339330477,10.118931904437172,51.456565260897385,40
81,29.233230330880684,13.381955176594538,20.855100452889264,32
82,24.10835480267318,10.520071685316271,18.068041205396945,35
83,38.15219036322954,17.743518054488852,21.9991175830408,13
84,54.9504107803212,23.40077698231209,39.2921492457468,17
86,48.634712605387044,21.29480302333479,38.305675685413355,20
87,43.077255410946066,17.568920329210513,31.634981632238958,20
88,47.24298802459617,20.243299975995278,35.566027164466306,18
89,41.96855583278461,17.819963693615737,30.363901555522645,20
90,48.971065149079564,21.80982068179922,41.32136106491912,17
91,49.070983841983825,20.84187246858771,36.34057402611502,20
92,43.72456826059781,19.969712644819417,33.56702506540489,20
93,46.942638395007194,19.60874095558846,34.56014782188555,18
94,48.26272451078479,20.710794925686464,34.796938598138176,20
95,50.833194599507465,20.843145847324703,39.77049171925382,17
96,39.465037161157134,16.109067723158226,29.78103607893583,22
97,47.8917165145887,21.39234289527365,39.3713548779566,20
98,44.0217229026204,18.270187899473967,30.769674181944293,20
99,42.83214223176443,18.115508258339982,29.933535754686588,20
100,71.05703485446239,33.256454765779644,33.918622434146,3
101,47.835267112398405,20.673542395231063,36.406156718738174,18
102,46.57980971357705,20.454466938976545,33.00813585520447,19
104,42.30713901109324,17.413798794153816,30.6903424859108,20
105,48.88120606462769,20.387922003862272,33.19957047701543,20
106,39.59807971761465,17.5377041101366,28.49588781595797,21
107,46.75483206115674,19.62009206413219,32.94165730477035,21
108,39.7396720276078,17.590737417337657,34.250757694251206,22
109,43.2629736234922,18.00986945629478,28.47620308397744,20
110,49.34942191588288,20.991450548168437,39.412186145790315,20
111,51.59467705649789,21.64306171238853,44.01763558388632,14
113,49.14125027493928,22.39622265100089,38.29237461088129,20
114,44.961007208503545,19.473286718126793,48.751670122156305,20
115,62.6679864261272,23.63967597485059,112.6260745524784,20
116,42.36525658255267,19.005907773975338,30.89684575796742,20
117,54.978979225262485,20.318830311287975,57.017363905918025,19
118,45.51620108389075,19.067280739549616,31.621844172484014,18
119,43.052473502082435,17.46042966842999,31.352188289171732,20
120,43.49205335443277,18.77266556024257,33.77046257258134,20
121,49.784486559808514,21.577108874913225,35.49057930706116,20
122,53.734816986616174,21.584793403741337,39.29077327252216,18
123,2.324660225684962,0.4817641340193668,55.51244080067785,537
124,17.799458903607505,5.9442606568306084,60.45269966122396,55
125,15.974515652036704,6.9828599318875915,12.921444028609342,54
127,23.88533707911593,9.459920525559447,47.73822426793517,40
128,16.508096113289415,7.0845381170475,13.97149130701304,52
129,28.174058490055458,12.083358317616149,21.741303652544723,30
131,56.940225951979606,23.15805584194382,43.09833258394347,17
132,42.3775296803174,19.326123967770727,42.248917222061436,20
133,53.07584939745396,22.400644943122977,38.26057434080074,18
134,42.53047053750772,16.784506961706576,28.73141258957615,20
135,57.23685080846857,27.124493122086953,68.7915480137497,19
136,51.201889455048516,22.962753474700627,78.30881953235435,21
137,39.45465560994207,16.09245546162473,32.30804443357722,22
138,90.22515105933091,31.70668914912509,120.23891329776255,10
139,49.46928716217106,20.40605172515435,47.07673788068271,20
140,59.68593953657028,26.73907041548315,76.62806689735308,19
141,42.48777581644422,18.294355273237407,30.0969734787787,20
142,52.47757807413436,21.39097899197438,36.5889787674283,18
143,48.14807411184784,20.046913325776334,37.0286840200761,17
144,44.08754872791994,21.0276630520856,32.93260216715947,20
145,48.23219455309723,20.77259570359121,32.98391550777655,18
146,47.00492968392265,20.504928678263667,34.50205117467203,20
147,47.57914447986373,20.30406676233159,37.806637287174276,20
148,51.82575435926499,22.56233185531761,38.63811403510978,15
149,38.22515376910237,15.97323730587142,27.76261210440169,23
151,58.99593326554129,21.503494977940047,67.1318560838356,17
152,49.28622142939501,19.780271574844733,38.366999030093595,18
153,51.30636593759186,22.551254332054047,34.24080938103929,19
154,57.59690625705043,25.07289290428639,41.70399695632709,16
155,47.075869695351635,21.071637198318193,36.532073020916364,18
156,64.77103024600471,27.853984236702974,43.39938640592262,13
157,47.96521101315605,20.43372809887385,36.420597732100234,18
158,53.60019356481829,22.861402854328368,40.89915186164671,18
159,35.22365941871486,15.495742410413445,25.338351130508578,25
160,52.47064623039421,22.32629679142287,37.08943873641978,16
161,52.194962341113595,22.280319035041856,37.45015561584064,18
162,48.067441027478885,21.05563580990298,34.4010928273025,20
163,46.09193085414861,19.664036035527662,33.36324155328951,19
164,37.8799396797826,17.182422727362045,30.012652873977565,23
165,54.430850385213624,24.273079633700352,53.68232131001587,19
166,52.04083419675096,24.70750629904133,64.06354844566881,19
167,45.80519649945887,21.111276894797015,35.29011636970622,21
168,46.487941446418304,21.369212865818536,46.67188525197503,19
169,48.84164890243498,22.310779541751174,33.03048402074003,18
170,48.30655691089543,18.924526199700964,76.30463540550143,18
171,1.2758505374680846,0.45716098509705516,5.6231221184105715,657
172,14.35884281664191,6.409814357763398,10.740574076781504,60
173,13.596894315317133,6.084086224437963,9.59766738117614,70
174,27.313225471862086,10.324853807697151,46.6253274679608,41
175,20.81510137503141,8.878211751588314,17.880509197702796,47
176,25.495605246103043,10.0237329304167,41.59512072802418,37
177,23.28866297135585,9.678851142520722,27.98939555881976,39
178,25.528741334263692,12.311004772776029,22.651869356620647,14
179,28.384392296259,11.723544001573288,40.17345607278676,32
180,19.132071275209267,9.166805706920059,20.7473078370283,34
181,25.948738141886476,12.719907537096192,19.421316236275217,38
182,30.433937271465595,12.729967162015187,28.47803503273461,28
183,28.89708860305686,12.267898321145458,21.741044819343887,34
184,22.082410404521124,9.788228273386718,15.572036504737516,34
185,32.370614091429644,12.661175876849372,25.3607448935379,27
186,34.66606480251413,13.952353075139538,37.130074203048146,30
187,27.644034691188516,10.566062182197644,23.923016488573854,32
188,33.957679763413196,13.46909612418446,26.07099384068109,25
189,31.504053569901547,12.791241556399477,52.445088028880946,25
190,38.65435509576572,15.60811489819682,48.56183946130176,27
191,37.79419272991145,16.97064220904436,55.86029648785904,25
192,41.70192904819219,17.02383711933219,35.467796623739076,17
194,47.80049877260869,19.933301657442748,35.88684350255416,20
196,64.8541214093584,29.006223678595052,37.6618972421035,8
197,46.393861373481506,20.3481401502982,33.04765015843536,20
198,43.64072384174743,18.41410987079406,35.36317169669506,22
199,43.33920024943231,18.346235230555685,34.553935825807066,22
200,48.184644125660895,19.09275367855049,38.90148550269998,17
201,45.12744467229543,17.607239037755477,35.9939065575927,22
202,42.91741661340609,18.356055468311457,29.814032614215858,23
203,39.85643631196641,15.963645726456857,29.81832414868206,25
204,43.76909035003079,19.198743179430675,30.600625276593384,20
205,35.24124920924011,15.277438759795958,39.78091210124842,25
206,23.88900663706353,9.69955645501777,19.420553684234346,6
207,42.2570811449551,18.384678661813865,31.003911495236935,23
208,49.139531179495066,22.80574634671715,35.44474840162371,18
209,44.96617782283063,20.123782083396762,33.78712981942389,22
210,48.66100338198051,23.27567942441113,38.513898253421154,18
211,46.71068347600135,19.753042459492356,32.94253706930383,20
212,49.869977338017954,21.68324053288002,36.07820838687959,20
213,38.08310560455053,15.846834182731152,31.109094321756043,23
214,47.940584918970735,20.53321592510253,33.71599495409195,20
215,43.45167468652376,20.396385714414773,28.970697820171793,20
216,48.0114359519752,20.77071547507177,61.924663782088075,23
217,61.66220610499952,29.670598804956782,63.310625553098724,20
218,43.45005611178462,17.658220455054103,29.831737875923153,20
219,51.54821178953714,21.411328911785652,37.221119105796845,18
220,42.09879128579841,18.313987031582393,31.033016145257566,20
221,1.3784548247839505,0.4580006841567796,15.10227575897398,300
222,4.345411229281211,1.510281153022829,11.754287481318674,656
223,14.773907923528329,6.693658456207643,11.017778366798487,34
224,21.735383904905202,8.484772257502506,29.769950509098425,46
225,45.271894586149976,16.813562661400777,46.72795414922231,6
226,18.219144603989413,8.041564039881884,14.810223430387548,46
227,25.05728139540538,9.87962722777815,30.45612931249968,39
229,19.221512666999867,8.546282351012627,15.053816288723333,45
230,25.724844966382967,10.925204604858532,19.749100953330426,37
232,20.972125919512454,9.626640602955037,21.114942133445872,41
233,28.354502307475123,11.33293054998154,50.10846555230438,38
234,37.8350440045282,14.074768424037007,46.39774203298102,30
235,26.260353644100302,10.131917148823323,26.70598804953143,37
236,32.39006310216683,12.97492861747078,26.60112172367608,30
237,27.558235435412698,11.636790633195647,27.82280087473539,31
238,33.6114363589714,13.537544757130764,54.5975017548104,30
239,36.45206023320615,16.579647213235678,58.50857555863249,27
240,33.69665331218168,12.402437254788934,48.85277867314701,32
241,37.21420439542318,15.919417440894321,29.023934304699356,24
242,32.527665654033385,13.365779444578152,26.06460481884466,30
243,33.1047943171872,13.739083260290746,34.761190116437106,27
245,34.558430688751166,14.297525882713632,35.11027693746678,26
246,35.629445105716776,12.997658997767473,67.02052831655877,30
247,28.95953793211575,12.47217804194631,26.369276940846586,19
248,35.719053592824544,16.103506833306657,30.007100701316737,25
249,39.90214381231902,17.04618260265947,32.104389667494566,25
250,44.133648213547154,20.527413636450664,24.601577818381124,12
251,28.553458468397235,13.533486574881305,24.99890685080203,31
253,43.163163628913246,18.569400385012663,31.604624390585947,20
255,40.058119477650614,16.49150446056476,32.78810352085343,21
256,37.5081671480213,15.75329080223231,27.375714182839694,23
257,41.91770308882925,16.984962522999,30.362327098830903,23
258,38.482261517717546,15.995404422297721,31.029314696772918,23
259,39.83511319928259,18.299320042137314,30.515639483956434,22
260,38.41683118725138,15.438088327638358,27.338780164704644,25
261,40.812075602873044,16.677385568633945,33.7513813376254,21
262,43.737005334999026,16.801171526304234,47.0950144529771,24
263,36.73113391111964,14.74490091203889,26.794750392423275,23
264,39.510489532173274,16.51234254240145,50.522990226719756,23
265,44.536375447606076,19.9431252479598,33.17992329600491,22
