frame_idx,track_id,class_id,class_name,conf,x1,y1,x2,y2,cx,cy_bottom,bbox_w,bbox_h
0,1,0,car,0.9337576627731323,1259.45068359375,618.6439208984375,1920.0,1079.087646484375,1589.725341796875,1079.087646484375,660.54931640625,460.4437255859375
0,2,0,car,0.9328854084014893,650.852294921875,0.0,897.6077880859375,187.99118041992188,774.2300415039062,187.99118041992188,246.7554931640625,187.99118041992188
1,1,0,car,0.929271399974823,1243.347900390625,576.288818359375,1919.971435546875,1079.277099609375,1581.65966796875,1079.277099609375,676.62353515625,502.98828125
1,2,0,car,0.9208646416664124,646.9742431640625,0.00909175630658865,895.2317504882812,169.1915740966797,771.1029968261719,169.1915740966797,248.25750732421875,169.1824823403731
2,1,0,car,0.9381774663925171,1223.93408203125,548.1544189453125,1919.2557373046875,1079.81787109375,1571.5949096679688,1079.81787109375,695.3216552734375,531.6634521484375
2,2,0,car,0.9046722650527954,646.1743774414062,1.1768630743026733,888.9568481445312,147.79495239257812,767.5656127929688,147.79495239257812,242.782470703125,146.61808931827545
3,1,0,car,0.9404899477958679,1210.6287841796875,512.2945556640625,1908.0101318359375,1078.03515625,1559.3194580078125,1078.03515625,697.38134765625,565.7406005859375
3,2,0,car,0.9037095308303833,644.9376220703125,2.158271074295044,884.5276489257812,124.49441528320312,764.7326354980469,124.49441528320312,239.59002685546875,122.33614420890808
4,1,0,car,0.9384973049163818,1200.6405029296875,473.8825988769531,1895.4229736328125,1072.674072265625,1548.03173828125,1072.674072265625,694.782470703125,598.7914733886719
4,2,0,car,0.8846043944358826,648.6224975585938,1.1734559535980225,880.20947265625,101.91279602050781,764.4159851074219,101.91279602050781,231.58697509765625,100.73934006690979
5,1,0,car,0.9341665506362915,1183.832763671875,440.8894348144531,1856.37451171875,1030.360107421875,1520.1036376953125,1030.360107421875,672.541748046875,589.4706726074219
5,2,0,car,0.8537123799324036,654.0311889648438,1.5151803493499756,875.7368774414062,80.39358520507812,764.884033203125,80.39358520507812,221.7056884765625,78.87840485572815
6,1,0,car,0.9371663928031921,1165.992431640625,405.9708557128906,1813.7808837890625,969.5863037109375,1489.8866577148438,969.5863037109375,647.7884521484375,563.6154479980469
6,2,0,car,0.8715616464614868,657.9095458984375,0.7877727150917053,876.00048828125,62.09541320800781,766.9550170898438,62.09541320800781,218.0909423828125,61.30764049291611
7,1,0,car,0.921190619468689,1155.4739990234375,372.8002014160156,1773.3753662109375,906.6751098632812,1464.4246826171875,906.6751098632812,617.9013671875,533.8749084472656
7,3,0,car,0.6703790426254272,1843.516845703125,385.828857421875,1918.6640625,627.2855834960938,1881.0904541015625,627.2855834960938,75.147216796875,241.45672607421875
8,1,0,car,0.9285410642623901,1143.8984375,345.9177551269531,1739.991943359375,848.6951293945312,1441.9451904296875,848.6951293945312,596.093505859375,502.7773742675781
8,3,0,car,0.8131444454193115,1822.097412109375,363.27044677734375,1918.659423828125,635.5860595703125,1870.37841796875,635.5860595703125,96.56201171875,272.31561279296875
9,1,0,car,0.9311005473136902,1134.22314453125,312.86077880859375,1699.501953125,794.7889404296875,1416.862548828125,794.7889404296875,565.27880859375,481.92816162109375
9,3,0,car,0.872798502445221,1798.4859619140625,337.3091125488281,1919.5152587890625,637.128662109375,1859.0006103515625,637.128662109375,121.029296875,299.8195495605469
10,1,0,car,0.9327288866043091,1124.8489990234375,290.84063720703125,1664.703125,745.15625,1394.7760620117188,745.15625,539.8541259765625,454.31561279296875
10,3,0,car,0.8969387412071228,1773.0023193359375,310.2290344238281,1919.31103515625,636.8966064453125,1846.1566772460938,636.8966064453125,146.3087158203125,326.6675720214844
11,1,0,car,0.9288389086723328,1121.328857421875,270.04071044921875,1631.21484375,697.2470703125,1376.2718505859375,697.2470703125,509.885986328125,427.20635986328125
11,3,0,car,0.908836305141449,1749.59912109375,286.253173828125,1919.400390625,631.615478515625,1834.499755859375,631.615478515625,169.80126953125,345.3623046875
12,1,0,car,0.9321116805076599,1110.6507568359375,240.72702026367188,1604.553466796875,653.3458862304688,1357.6021118164062,653.3458862304688,493.9027099609375,412.6188659667969
