gt_id,frame_idx,speed_kmh
1,6,75.527395606041
1,7,82.06929802894585
1,8,78.70532512664799
1,9,71.14879667758946
1,10,66.07404112815851
1,11,60.32820224761966
1,12,53.82589995861056
1,13,54.82031285762782
1,14,53.461055159568744
1,15,40.5867415666581
1,16,45.35490989685055
1,17,43.91395747661587
1,18,43.88182461261758
1,19,35.37657469511029
1,20,32.569964826107
1,21,35.05816698074347
1,22,33.035644590854616
1,23,33.23061972856519
1,24,23.38132023811345
1,25,29.682110846042608
1,26,24.756065011024454
1,27,28.99230837821958
2,85,64.85804021358484
2,86,76.57788276672358
2,87,74.29783344268793
2,88,74.10930633544916
2,89,67.22442984580988
2,90,65.01795887947077
2,91,57.715086936950634
2,92,55.566219091415356
2,93,59.418413043022106
2,94,47.91082441806842
2,95,43.14109236001965
2,96,49.375600218772846
2,97,46.47734999656674
2,98,33.86715888977048
2,99,36.953820884227724
2,100,32.29894638061521
2,101,34.82746481895444
2,102,36.13717943429944
2,103,27.126070261001562
2,104,34.047169983386965
2,105,23.353843688964826
2,106,24.688481390476205
3,91,70.24040222167963
3,92,71.79947376251215
3,93,77.26445853710169
3,94,70.67581057548595
3,95,63.00282061100001
3,96,60.069149136543224
3,97,48.23310256004329
3,98,57.70043134689326
3,99,44.92889195680615
3,100,45.406140089035
3,101,42.930037379264796
3,102,36.32834315299985
3,103,39.212608337402315
3,104,35.69107443094251
3,105,34.98018980026242
3,106,34.543654918670626
3,107,35.630351901054354
3,108,31.884129345416998
3,109,19.052142351865754
3,110,26.321799159049966
4,125,77.45376348495478
4,126,81.01935267448418
4,127,80.31701624393456
4,128,83.64328265190117
4,129,69.69541490077967
4,130,61.62549018859858
4,131,65.25208353996271
4,132,53.52810502052303
4,133,48.39647054672237
4,134,46.840521097183185
4,135,45.627679824829066
4,136,41.575532555580104
4,137,37.894238233566256
4,138,42.6752194762239
4,139,38.89657169580457
4,140,27.199149727821325
4,141,29.03213649988172
5,130,80.5009460449218
5,131,88.55655848979943
5,132,87.10753798484795
5,133,79.73113059997551
5,134,74.54090595245356
5,135,62.96419680118556
5,136,65.15851199626917
5,137,61.117109656333874
5,138,47.77138173580271
5,139,49.31328177452083
5,140,49.18280303478237
5,141,43.55311185121533
5,142,44.269519150257075
5,143,42.72787392139431
5,144,34.77920919656751
5,145,32.651182115077944
5,146,36.9621732831001
5,147,24.003410339355447
6,146,57.26228713989253
6,147,78.46261203289026
6,148,73.83795797824854
6,149,67.03498542308802
6,150,61.55694365501399
6,151,63.10404181480403
6,152,56.876842975616405
6,153,52.48656570911403
6,154,45.35735607147213
6,155,43.16212356090542
6,156,45.07628738880154
6,157,42.91978061199185
6,158,37.9328244924545
6,159,39.626972079277
6,160,36.72874599695203
6,161,35.67446619272229
6,162,31.31078034639356
6,163,28.145138025284414
6,164,24.72966670989988
7,170,72.25454807281488
7,171,65.62569379806513
7,172,87.7943551540374
7,173,63.54836583137507
7,174,89.23697590827935
7,175,62.72666037082667
7,176,56.433913707733105
7,177,50.83719491958614
7,178,52.277535796165424
7,179,48.18338513374324
7,180,42.03834772109982
7,181,43.17295432090756
7,182,38.19646954536435
7,183,37.499025464057894
7,184,36.14059925079343
7,185,38.17011952400205
7,186,33.1329873204231
7,187,33.58198106288907
7,188,27.9859784245497
7,189,22.32217624783514
8,180,68.04975092411036
8,181,66.4299970865249
8,182,66.51876211166376
8,183,69.79823470115656
8,184,61.089622378349254
8,185,51.20068788528438
8,186,55.824666023254345
8,187,50.85622251033779
8,188,46.042805314065006
8,189,39.304994344711275
8,190,42.05080389976498
8,191,34.30446892976758
8,192,146.87128543853748
8,193,42.503308653831446
8,194,18.381482809782014
8,195,26.60963237285612
8,196,28.68164956569669
8,197,26.72608584165571
8,198,24.782940745353677
8,199,23.975209593772867
9,196,67.62400925159449
9,197,81.13875925540917
9,198,78.18289518356318
9,199,81.59798026084893
9,200,77.96344757080072
9,201,74.93859708309334
9,202,58.0597078800188
9,203,64.26613032817977
9,204,53.82536351680632
9,205,49.65681374073135
9,206,47.39262163638959
9,207,45.90037465095618
9,208,40.9981575608244
9,209,41.61218225956052
9,210,42.75640994310281
9,211,36.77987426519473
9,212,42.58222460746667
9,213,26.406396031380265
9,214,29.3638935685151
10,240,74.55337822437446
10,241,82.93221831321524
10,242,76.14505469799204
10,243,77.02912688255132
10,244,73.40982913971104
10,245,59.67305123805862
10,246,62.70135641098157
10,247,62.63129711150979
10,248,46.938974261284876
10,249,50.87788939475896
10,250,51.21852993965258
10,251,43.672993183136924
10,252,39.69141483306793
10,253,38.54875892400823
10,254,40.483165383338
10,255,39.67410385608758
10,256,34.60367470979611
10,257,31.060487329960534
10,258,24.400015175342
10,259,26.95732712745724
11,272,77.64492452144444
11,273,76.03880703449411
11,274,77.64891028404057
11,275,82.75047719478783
11,276,69.14058923721461
11,277,59.329401254652566
11,278,60.71434378624092
11,279,55.41432023048273
11,280,53.44146966934318
11,281,50.21430015563849
11,282,45.423735380173696
11,283,43.63080739974875
11,284,93.30785036087237
11,285,14.323438704013494
11,286,18.223424255848318
11,287,25.744697749614122
11,288,29.001248180866863
11,289,28.051563799380606
12,315,70.89195370674284
12,316,87.7310925722102
12,317,83.6232680082339
12,318,88.72666954993997
12,319,83.22815179825007
12,320,69.11852538585504
12,321,68.72837126255183
12,322,60.9282499551759
12,323,51.793654561043894
12,324,55.208348035811106
12,325,48.559125065804565
12,326,42.061546146870555
12,327,44.42870825528996
12,328,43.7733426690111
12,329,40.63512593507673
12,330,37.46925562620243
12,331,29.614650607108388
12,332,27.771597504616377
13,317,70.88442742824705
13,318,90.18145680427342
13,319,93.58324885368548
13,320,81.51826500892452
13,321,82.74793446064172
13,322,75.59635519981211
13,323,61.78569853305949
13,324,62.15449690818644
13,325,58.76253247261173
13,326,52.0817667245876
13,327,47.5365811586369
13,328,48.34655463695629
