gt_id,frame_idx,speed_kmh
2,107,30.02652525901792
2,108,40.24641484022137
2,109,33.558053076267214
2,110,35.55288434028623
2,111,31.332246065139746
2,112,30.88155716657636
2,113,26.285071671009625
2,114,25.548145473003366
2,115,25.394226908683756
2,116,24.874210953712442
2,117,18.967986702918992
2,118,18.73393043875693
2,119,18.792287260293946
2,120,17.46603280305861
2,121,16.949290484189973
2,122,17.506872117519364
2,123,12.602711766958226
2,124,12.933401316404332
4,246,27.682526707649824
4,247,35.41662007570185
4,248,34.72547113895491
4,249,34.15112704038541
4,250,29.781323075295127
4,251,26.94713473320065
4,252,26.31232559680878
4,253,23.57355684042027
4,254,22.510860264300778
4,255,22.463163882494452
4,256,22.611504793166592
4,257,19.44578871130985
4,258,16.52915731072388
4,259,18.52150216698686
4,260,15.51705524325335
4,261,16.940817385912304
4,262,14.756435751914637
4,263,13.54898303747206
4,264,11.077426001429302
6,276,29.0080985426909
6,277,33.865343034266644
6,278,34.34948980808331
6,279,32.0207235217087
6,280,27.77263015508711
6,281,25.711247920989397
6,282,25.455442965031214
6,283,21.901848614215346
6,284,23.062775731087225
6,285,23.214430510997236
6,286,18.802442103624745
6,287,20.854492932557577
6,288,15.221793651581134
6,289,18.949818760156194
6,290,16.383752077818265
6,291,14.736586064099926
6,292,14.887377172708828
6,293,11.41926750540707
6,294,10.21918013691924
7,281,31.944398581980924
7,282,37.61783123016438
7,283,38.14169347286136
7,284,31.03437602520055
7,285,34.36516195535581
7,286,28.878303766251225
7,287,25.598069429396993
7,288,26.12733632326182
7,289,22.79072463512368
7,290,22.271495908499237
7,291,20.756033062934396
7,292,16.797001361847283
7,293,19.17905509471849
7,294,16.410697549581876
7,295,11.737997084855762
7,296,15.558469891548489
8,296,31.53503715992041
8,297,32.96725094318314
8,298,30.76409786939687
8,299,31.10097527503896
8,300,23.967149555683648
8,301,26.21229797601756
8,302,24.119069874286097
8,303,23.083965182304876
8,304,20.295021682977207
8,305,20.22142052650495
8,306,16.30003631114922
8,307,15.413568913936945
8,308,16.670383661985014
8,309,16.903855204582577
8,310,14.232318699359565
8,311,14.398095309734652
8,312,16.06860324740373
8,313,9.667807146907059
8,314,10.46044886112189
9,314,28.50420266389781
9,315,39.69931125640954
9,316,36.0943982005111
9,317,36.94774568080981
9,318,35.58628320693887
9,319,30.459498167038618
9,320,28.685088157653148
9,321,25.47564268112237
9,322,28.240973353385275
9,323,24.250683188438934
9,324,22.596216201781704
9,325,19.745608717203563
9,326,18.62069562077562
9,327,20.86079210042905
9,328,16.489164233208054
9,329,17.09945529699286
9,330,12.468400150537757
10,373,29.748790562153495
10,374,35.260853469370986
10,375,34.869739115238936
10,376,32.85202324390482
10,377,31.359293460845226
10,378,28.78718107938828
10,379,25.95587342977464
10,380,24.315439760685486
10,381,23.319750130176008
10,382,22.839674949646483
10,383,21.825228631495925
10,384,19.510499686003147
10,385,18.286469578742558
10,386,17.2084133327011
10,387,19.723509997128986
10,388,15.144157111645068
10,389,16.023735255002606
10,390,10.893413722515339
11,385,29.26514804363183
11,386,31.659285128117286
11,387,30.712210536002402
11,388,30.691992044449506
11,389,27.39772707223829
11,390,22.811340093613158
11,391,22.870662510394524
11,392,24.133148789406338
11,393,21.003205329179277
11,394,18.6917781829838
11,395,17.48848423361738
11,396,17.51555442810096
11,397,16.78722068667373
11,398,15.019060224294982
11,399,16.29416495561562
11,400,12.626993805170327
12,432,7.418377250432468
12,433,12.053353786468763
12,434,10.54874718189262
12,435,15.981414020061836
12,436,9.442562609910327
12,437,14.226576089859313
12,438,6.795870065689232
13,436,27.952799499032995
13,437,33.9448678493507
13,438,35.26395142078475
13,439,32.48283863067696
13,440,27.655701935289425
13,441,30.059315264225646
13,442,25.921651124954778
13,443,23.375295996666456
13,444,20.408362448214106
13,445,19.740890711546367
13,446,18.43972966074983
13,447,18.929255604744363
13,448,20.015884190796452
13,449,14.665964841842966
13,450,15.449699610472056
13,451,15.337512195110648
13,452,11.75970420241381
13,453,6.978934183716303
14,479,37.52835810184559
14,480,31.09567523002691
14,481,35.99144965410309
14,482,33.22811990976109
14,483,28.076240122318865
14,484,25.446242988110132
14,485,28.228809535503988
14,486,24.403287470339084
14,487,22.8552210330968
14,488,20.758742094040358
14,489,22.241294234991546
14,490,18.926416486500415
14,491,16.07071414589916
14,492,17.529086172581092
14,493,12.917324155569352
14,494,11.902468800543934
15,575,29.54396367073122
15,576,33.15987378358912
15,577,30.425643324852636
15,578,30.73812335729392
15,579,28.695387840271607
15,580,23.183552920818826
15,581,23.667332231998948
15,582,24.093395769594473
15,583,21.038020402193517
15,584,21.392329484224778
15,585,19.673386216164054
15,586,16.213923990725377
15,587,18.57741683721582
15,588,16.598052531481144
15,589,12.49400585889843
15,590,18.733120411633184
15,591,10.613385066390265
15,592,13.215521425009056
16,708,31.494849622250275
16,709,29.553582072258628
16,710,37.450716197491495
16,711,31.24289631843356
16,712,28.13438504934371
16,713,28.461684286595
16,714,25.963013470173436
16,715,26.869079768655872
16,716,24.966047108173903
16,717,21.18531122803733
16,718,23.152184486389654
16,719,17.487491816281093
16,720,19.129220992327145
16,721,17.669596374035258
16,722,18.328628540039453
16,723,18.940779715775165
16,724,12.062848806381483
16,725,12.300479114055896
17,749,30.316890478134802
17,750,38.69665592908942
17,751,36.21691614389497
17,752,35.47511100769118
17,753,34.18330013751753
17,754,28.71041089296402
17,755,28.162408769131307
17,756,27.1985140442854
17,757,23.16894024610363
17,758,27.252970933914767
17,759,20.582276880741556
17,760,18.39813664555589
17,761,20.136086046694352
17,762,20.827036499977556
17,763,15.769456475973465
17,764,16.55168116092717
17,765,12.971282154320795
17,766,12.57779538631466
18,757,28.482525050638184
18,758,32.83194690942834
18,759,32.88950711488794
18,760,30.650715529919324
18,761,28.443732261655796
